title,total_ratings,install_million,avg_rating,growth_30days,growth_60days,Category,5_star_rating,4_star_rating,3_star_rating,2_star_rating,1_star_rating,price,paid
LINE,444080,5,3,0,0,Casual,226320,43452,36250,17770,120287,0,FALSE
LONEWOLF (17+) - a Sniper Story,443044,10,4,0.8,1.5,Adventure,340597,55084,18141,7442,21778,0,FALSE
Super Bob's World: Jungle Adventure- Free Run Game,442542,100,4,2.4,6,Adventure,310760,41967,23638,14983,51191,0,FALSE
Little Big City 2,442100,10,3,0.3,0.6,Casual,259916,61224,39116,19478,62364,0,FALSE
Bouncemasters,441188,50,4,1.8,4.4,Arcade,310177,39918,27014,15030,49046,0,FALSE
PixWords™,440665,10,4,0,0.1,Puzzle,355004,53499,15716,4832,11612,0,FALSE
Woodturning,440328,100,3,1.9,5.8,Simulation,270134,48303,34507,23777,63605,0,FALSE
Skillz - Logic Brain Games,440099,10,4,0.3,0.6,Educational,284760,81030,28581,12818,32907,0,FALSE
Truck Simulator USA - Evolution,438497,10,4,1.6,2.9,Simulation,279057,59004,33758,16184,50492,0,FALSE
Tank Hero,438162,10,4,0.1,0.1,Arcade,309059,54390,26775,10700,37236,0,FALSE
BitLife - Life Simulator,436857,10,4,1.8,3.6,Simulation,284626,70011,30778,15633,35807,0,FALSE
Word Collect - Free Word Games,436327,10,4,3.1,7.2,Word,395758,20443,5961,3503,10659,0,FALSE
Monster Warlord,434780,10,4,0,0,Adventure,282007,58193,28882,13327,52369,0,FALSE
Shadow Fight Arena : PvP Fighting game,433067,5,4,18.2,32.4,RolePlaying,350218,32714,13508,7151,29474,0,FALSE
Slots (Golden HoYeah) - Casino Slots,431936,10,4,0.6,1.1,Casino,299466,49060,33254,12770,37384,0,FALSE
Highway Rider Motorcycle Racer,430550,10,4,0.1,0.1,Racing,307739,37469,23631,10253,51456,0,FALSE
Kids Doodle - Color & Draw Free Game,430459,50,4,0,0.1,Casual,309838,47284,26040,10352,36942,0,FALSE
Nyan Cat: Lost In Space,429256,10,4,0.3,0.6,Arcade,318853,42785,22872,11416,33328,0,FALSE
Golf King - World Tour,428647,5,4,3.9,8.6,Sports,296744,90844,23382,5097,12578,0,FALSE
Ingress Prime,428566,10,3,0.2,0.5,Adventure,198352,56692,32869,24522,116130,0,FALSE
Dance Clash: Ballet vs Hip Hop,428132,10,4,0.9,2.1,Casual,295035,44478,27154,14836,46626,0,FALSE
Word Connect - Word Games Puzzle,427255,10,4,0.8,1.8,Word,339689,43523,20765,6855,16421,0,FALSE
Blocky Roads,426246,10,4,0,0.1,Racing,318741,42714,23542,8562,32684,0,FALSE
Stack,426000,50,4,0.1,0.2,Arcade,255915,70110,42076,15851,42046,0,FALSE
Bio Inc - Plague and rebel doctors offline,425415,10,4,0,0,Simulation,256882,80382,35672,14906,37571,0,FALSE
Idle Miner Tycoon: Mine & Money Clicker Management,424389,50,4,0.2,0.5,Simulation,322660,60867,23726,5834,11299,0,FALSE
Road Riot,423514,10,4,0.1,0.1,Racing,344341,24227,18914,8328,27702,0,FALSE
ZooCraft: Animal Family Simulator,423346,10,4,0.3,0.6,Simulation,289749,67679,29166,11427,25323,0,FALSE
Quiz: Logo game,423164,10,4,995.6,0.5,Trivia,265001,75368,36981,15446,30364,0,FALSE
Luxy Poker-Online Texas Holdem,423010,5,4,0.3,0.7,Casino,298900,42958,25401,11181,44567,0,FALSE
Invasion: Modern Empire,422883,10,4,0.1,0.3,Strategy,294392,36040,18450,9900,64100,0,FALSE
Vegas Slots - DoubleDown Casino,422035,10,4,0.5,1.1,Casino,286143,56390,26064,15856,37580,0,FALSE
Tentacle Wars,421429,1,4,0.2,0.7,Strategy,251910,93594,43204,11421,21298,0,FALSE
Goat Simulator,421173,10,4,1.7,3.6,Simulation,313187,34205,17716,10470,45593,0,FALSE
Realm Defense: Epic Tower Defense Strategy Game,420713,5,4,0.3,0.7,Strategy,322394,53126,16505,8143,20542,0,FALSE
Match 3D - Matching Puzzle Game,420325,10,4,4.6,11.2,Puzzle,286657,61968,16908,13744,41045,0,FALSE
Shooting King,419893,10,4,0.2,0.4,Sports,260223,87017,43054,10604,18993,0,FALSE
Reactor,419861,5,4,3.1,5.9,Strategy,311407,63346,24981,7050,13074,0,FALSE
Crash of Cars,419851,10,4,0.5,1.2,Racing,290888,48697,26055,13626,40581,0,FALSE
Mystic Messenger,419193,5,4,0.8,1.7,Simulation,356875,30456,11327,5569,14964,0,FALSE
Monster High Beauty Shop: Fangtastic Fashion Game,418992,10,4,2.1,4.4,RolePlaying,285038,47406,26709,15312,44525,0,FALSE
Paper.io,418663,10,3,0.3,0.6,Arcade,218936,46999,31975,20348,100402,0,FALSE
Extreme Landings,416810,10,3,0.3,709,Simulation,247167,51343,29577,18589,70132,0,FALSE
How to Loot - Pin Pull & Hero Rescue,414811,50,4,3.2,8.3,Puzzle,307162,34076,23013,12619,37938,0,FALSE
LINE PokoPoko - Play with POKOTA! Free puzzler!,414626,10,3,0.7,1.3,Puzzle,158839,88968,76250,27016,63551,0,FALSE
Beach Buggy Racing 2,414528,10,4,2.9,6.1,Racing,299949,40563,19993,11806,42214,0,FALSE
Blockudoku® - Block Puzzle Game,414430,10,4,3,4.9,Puzzle,272911,80283,31266,8726,21241,0,FALSE
sand:box,414428,10,4,1.7,3.8,Casual,297229,47857,24352,11976,33011,0,FALSE
Pictoword: Fun Word Games & Offline Brain Game,414385,10,4,0.2,0.4,Word,263839,60130,32687,15192,42536,0,FALSE
Magic Rampage,414159,10,4,1.5,3.2,RolePlaying,338835,41096,13688,5042,15496,0,FALSE
Summoners War,413804,50,4,0.2,0.1,RolePlaying,284653,55093,21603,11546,40907,0,FALSE
Homerun Battle 2,413619,5,4,0,0,Sports,343505,38787,12196,3675,15453,0,FALSE
Real Racing 3,412241,10,4,0.2,0.5,Racing,293823,54620,19629,10774,33392,0,FALSE
Gods of Olympus,410590,1,4,1.2,2.3,Strategy,296444,71858,22980,5513,13792,0,FALSE
Vampire's Fall: Origins RPG,409319,5,4,2.5,4.9,RolePlaying,307543,66903,17200,5137,12533,0,FALSE
Stickman Rope Hero,408005,10,4,0.4,1,Simulation,268617,36817,24125,15405,63038,0,FALSE
SUP Multiplayer Racing,407995,10,4,1,2.2,Racing,292915,34591,21351,12771,46364,0,FALSE
Rescue Cut - Rope Puzzle,407062,100,4,1862.1,4.5,Puzzle,273664,36549,24461,17968,54418,0,FALSE
Piano Kids - Music & Songs,407001,100,4,3.9,8.6,Music,302144,36847,19082,11939,36986,0,FALSE
TVSMILES - Quiz and Prizes,406864,1,4,0,0,Trivia,292046,61432,25546,7248,20589,0,FALSE
Monster Super League,406697,5,4,0.3,0.7,RolePlaying,288242,61345,21730,8612,26766,0,FALSE
Gacha Life,405505,50,4,0.3,0.6,Casual,307443,40558,16388,7553,33561,0,FALSE
Real Chess,404907,10,4,0.5,0.9,Board,257543,65328,27088,11958,42987,0,FALSE
Prison Empire Tycoon - Idle Game,404733,10,4,3.2,6.4,Simulation,269192,76249,27786,10798,20707,0,FALSE
DOP 2: Delete One Part,403195,50,4,10.1,26,Puzzle,266695,39854,21493,15180,59970,0,FALSE
Disney Heroes: Battle Mode,403144,10,4,0.8,1.5,Strategy,276595,47615,22779,12123,44030,0,FALSE
SongPop,403074,10,4,0,0,Music,278414,59680,23708,12163,29106,0,FALSE
Block Puzzle & Conquer,402599,10,4,0,0,Puzzle,262234,91540,27186,6527,15110,0,FALSE
Hit & Knock down,402390,10,4,0.5,1.5,Sports,270001,58862,32812,11496,29216,0,FALSE
Chess Free,402345,50,4,0,0,Board,281427,84152,18717,4956,13091,0,FALSE
FarmVille 2: Tropic Escape,402206,10,4,0.2,0.4,Simulation,265159,57516,29317,14948,35263,0,FALSE
Texas HoldEm Poker Deluxe,401912,10,4,0,0,Casino,280648,56377,27394,8958,28533,0,FALSE
Deep Town: Mining Factory,399706,5,4,0.9,1.8,Strategy,312504,38206,18255,10389,20349,0,FALSE
Antistress - relaxation toys,398873,50,4,5.6,11.5,Puzzle,296810,44152,20472,10052,27385,0,FALSE
War and Order,398705,10,4,1.7,3.2,Strategy,246663,68774,30684,11394,41188,0,FALSE
Survival Arena,398659,1,4,0,0,Strategy,235304,104269,43047,6038,9998,0,FALSE
Arcane Legends MMO-Action RPG,398449,10,4,0,0,RolePlaying,272495,43944,26106,11438,44464,0,FALSE
Age of Magic: Turn-Based Magic RPG & Strategy Game,395402,5,4,0.7,1.5,RolePlaying,289124,43996,17756,9241,35283,0,FALSE
Hidden Hotel: Miami Mystery,394199,10,4,0.6,1.3,Adventure,259228,58165,28583,14117,34104,0,FALSE
Pokémon Masters EX,393787,10,4,1.5,3.3,RolePlaying,259564,52468,24049,11536,46167,0,FALSE
Table Tennis 3D,393293,10,4,0.1,0.2,Sports,253594,58402,33719,10816,36759,0,FALSE
BLOCK STORY,393183,10,4,0.1,0.1,RolePlaying,284293,47015,22967,9199,29707,0,FALSE
Terrarium: Garden Idle,392903,5,4,0.8,2.1,Simulation,321942,39408,14389,6023,11138,0,FALSE
Dragons World,392700,10,4,0,0.1,Simulation,272947,43110,26799,11177,38665,0,FALSE
Cashman Casino: Casino Slots Machines! 2M Free!,392274,10,4,1.1,2.2,Casino,289544,46703,20683,9892,25450,0,FALSE
Mahjong Epic,391135,5,4,0.1,0.3,Board,277978,88322,18138,2358,4337,0,FALSE
Cut the Rope FULL FREE,390519,100,4,0,0.1,Puzzle,304567,48911,16267,5635,15137,0,FALSE
Wheel of Fortune: Free Play,390247,10,4,0.3,0.8,Word,294829,41379,21513,10462,22062,0,FALSE
Mobile Bus Simulator,390139,50,4,2.2,4.8,Simulation,273404,29817,20720,14467,51727,0,FALSE
Virtual City® Playground: Building Tycoon,389030,5,4,0.1,0.2,Strategy,252459,76356,37873,8746,13594,0,FALSE
Piano Music Go 2020: EDM Piano Games,388495,50,4,1.5,3.7,Music,282968,38871,21217,11806,33632,0,FALSE
KartRider Rush+,388123,10,3,2.1,3.6,Racing,239417,39274,26384,14498,68548,0,FALSE
Questland: Turn Based RPG,386821,5,4,3.3,6,RolePlaying,334309,31876,8338,3281,9016,0,FALSE
Castle Clash : Guild Royale,386714,5,4,0.1,0.2,Strategy,273466,47670,23645,8428,33503,0,FALSE
Hill Climb Racing 2,386128,100,4,0.2,0.4,Racing,271644,62888,20719,7568,23306,0,FALSE
Wildscapes,385882,10,4,0.6,1.3,Casual,273707,57256,22876,9323,22718,0,FALSE
Tap Tap Fish AbyssRium - Healing Aquarium (+VR),385639,10,4,0,0,Simulation,252021,52499,29098,14284,37735,0,FALSE
Word Crack,385276,10,3,0.3,0.6,Word,177110,86666,32643,15452,73403,0,FALSE
Clash of Lords 2: Битва Легенд,384682,1,4,0,0,Strategy,318938,29917,10238,4649,20937,0,FALSE
Color Fill 3D,384115,100,4,4.8,11.5,Puzzle,251975,39025,32327,17572,43213,0,FALSE
Fishing Paradise 3D Free+,384096,10,4,0.1,0.3,Sports,243744,57619,35647,12745,34338,0,FALSE
Pocket Troops: Strategy RPG,382714,10,4,0,0.1,RolePlaying,270191,47911,18236,9425,36949,0,FALSE
WorldBox - Sandbox God Simulator,382650,10,4,3.8,8,Simulation,293144,50979,17901,5934,14691,0,FALSE
Bravoloto,381919,5,4,0.1,0.2,Casual,316246,31810,9963,5205,18692,0,FALSE
ZENONIA� 5,380907,10,4,0.1,0,RolePlaying,266068,49217,22446,8261,34913,0,FALSE
Boomerang Make and Race - Scooby-Doo Racing Game,380849,50,4,0.4,1,Racing,279496,26949,18355,13010,43037,0,FALSE
Hotel Empire Tycoon - Idle Game Manager Simulator,379532,10,4,1.2,2.4,Simulation,247748,63796,29275,12104,26607,0,FALSE
Sachin Saga Cricket Champions,379119,10,3,1.8,3.4,Sports,229185,46052,27425,14472,61982,0,FALSE
Harvest Land: Farm & City Building,378085,10,4,2,4.2,Casual,258091,47714,27671,11842,32765,0,FALSE
Townsmen,377596,10,4,0.1,0.2,Simulation,252277,51899,23109,11199,39109,0,FALSE
Slots: Heart of Vegas™ – Free Casino Slots Games,377401,10,4,0.3,0.6,Casino,258486,45068,23157,11678,39010,0,FALSE
Who Is The Killer? Episode I,377015,5,4,0.2,0.4,Puzzle,235595,67597,41877,12829,19115,0,FALSE
Survivors: The Quest,376854,1,4,1.2,2.5,Adventure,210364,86173,53464,12423,14428,0,FALSE
DragonVale,376552,10,4,0.1,0.2,Simulation,271141,45288,20340,10435,29346,0,FALSE
Top Football Manager 2021,375089,10,4,0.9,1.8,Sports,246164,59003,27066,9842,33013,0,FALSE
Poker Heat™ - Free Texas Holdem Poker Games,374842,5,4,0.2,0.3,Card,279209,46731,11785,6217,30897,0,FALSE
WWE Champions 2021,373793,10,3,0.3,0.7,RolePlaying,215662,37106,26813,17118,77092,0,FALSE
Manor Matters,373672,10,4,14.4,22.8,Adventure,266506,60287,23503,7143,16231,0,FALSE
The Battle Cats,373522,10,4,1.4,2.9,Casual,289498,37687,15999,6754,23581,0,FALSE
Music Hero - Rhythm Beat Tap,372516,10,4,76.2,152.4,Music,225363,54103,37848,16843,38357,0,FALSE
Heroes of Camelot,371730,5,4,0,0,RolePlaying,227672,52313,24459,13912,53372,0,FALSE
Assassin's Creed Rebellion: Adventure RPG,371644,5,4,0.3,0.7,RolePlaying,239729,60883,26866,13154,31009,0,FALSE
Happy Pet Story: Virtual Pet Game,371385,10,4,0.8,1.6,Simulation,293088,33781,16211,7196,21108,0,FALSE
Big Farm: Mobile Harvest – Free Farming Game,370755,10,4,508.1,2.8,Casual,233460,65503,22707,12643,36439,0,FALSE
Teen Love Story Games For Girls,370084,10,4,0,0.1,Simulation,235199,38028,24286,16630,55938,0,FALSE
Bee Factory,369586,10,4,1,2,Simulation,267726,42019,23238,11274,25327,0,FALSE
Top War: Battle Game,369562,10,4,8.4,1019.6,Strategy,289130,24934,10808,7421,37267,0,FALSE
Black Desert Mobile,368592,10,4,1.1,2.3,RolePlaying,237377,44513,23085,13663,49952,0,FALSE
Wrestling Revolution,368562,10,4,0.4,0.9,Sports,243719,38393,23013,13210,50224,0,FALSE
Casino Jackpot Slots - Infinity Slots™ 777 Game,367694,1,4,0.1,0.1,Casino,278174,55844,18491,4517,10665,0,FALSE
Bridge Constructor FREE,367616,10,4,0,0,Simulation,230926,47877,27285,10760,50765,0,FALSE
Guardian Hunter: SuperBrawlRPG [Online],366341,1,4,0,0,RolePlaying,249430,55784,25086,9129,26910,0,FALSE
Empire Z: Endless War,366186,5,3,0.1,0.3,Strategy,198511,55685,35432,18508,58047,0,FALSE
Moto X3M Bike Race Game,365649,50,4,3,6.2,Racing,274639,29909,17419,10119,33559,0,FALSE
Kill Shot,365531,10,4,0,0.1,Simulation,260286,71588,20104,3725,9827,0,FALSE
Guardian Tales,364398,1,4,5.3,10.4,RolePlaying,301336,35050,10864,4773,12372,0,FALSE
Real Piano Teacher,363476,10,4,0.2,0.3,Music,293298,20676,13578,7408,28514,0,FALSE
Wordie: Guess the Word,362929,10,4,0,0.1,Word,275235,47874,18870,5187,15761,0,FALSE
Postknight,362652,5,4,1.1,2.2,RolePlaying,305733,35318,11138,3945,6515,0,FALSE
Words With Friends 2 - Board Games & Word Puzzles,362457,10,3,38.5,40.8,Word,191463,65275,29507,22567,53642,0,FALSE
Warlings: Armageddon,362447,10,4,0.4,1,Strategy,244893,44617,27630,11580,33724,0,FALSE
Fashion Empire - Dressup Boutique Sim,361987,10,3,0.4,0.7,RolePlaying,229584,33544,22596,15280,60981,0,FALSE
Age of Z Origins,360216,10,4,1.5,6,Strategy,247952,47567,23604,9260,31830,0,FALSE
Time Princess,357910,5,4,8.5,20.8,RolePlaying,295735,34364,16188,4354,7266,0,FALSE
Gartic,357020,10,4,69928.5,1.6,Trivia,230895,52861,25746,10562,36953,0,FALSE
Ruzzle Free,356922,10,4,0.1,0.2,Word,220533,74021,26076,9155,27135,0,FALSE
Tic Tac Toe,356365,50,4,0.1,0.3,Board,243769,40684,24296,11208,36405,0,FALSE
Stickman Basketball,356039,10,4,0,0,Sports,258057,39470,21786,8007,28716,0,FALSE
Kelimelik,354330,5,4,0.3,0.7,Word,254242,54793,18181,5871,21241,0,FALSE
Dominos Online Jogatina: Dominoes Game Free,353244,10,4,0.8,1.6,Board,232140,57146,27330,9795,26830,0,FALSE
MARVEL Puzzle Quest: Join the Super Hero Battle!,351850,10,4,0.3,0.6,RolePlaying,221235,57641,24241,12944,35787,0,FALSE
Backgammon Free,351361,10,4,0.2,0.5,Board,232675,65416,21279,8961,23027,0,FALSE
my KONAMI Slots - Casino Games & Fun Slot Machines,351166,5,4,0.5,1.2,Casino,248240,47419,22591,9903,23011,0,FALSE
Dummy & Toon Poker Texas slot Online Card Game,350853,5,4,0.1,0.2,Card,256571,35754,18091,7763,32671,0,FALSE
Offroad Legends - Monster Truck Trials,350249,10,4,0,0.1,Racing,245205,41967,25508,10219,27348,0,FALSE
Traffic Tour,349416,50,4,1.7,3.7,Racing,231141,28660,20999,12988,55625,0,FALSE
Hard Time (Prison Sim),347489,10,3,0.6,1.4,Adventure,213419,36163,25947,15482,56474,0,FALSE
Total Conquest,346748,10,3,0.3,0.6,Strategy,206791,30098,24620,15284,69953,0,FALSE
Golf Rival,346518,10,4,2.7,5.6,Sports,230058,62135,19781,8999,25543,0,FALSE
Trivia Crack 2,344975,10,4,1.4,2.8,Trivia,235266,57540,20735,8377,23054,0,FALSE
POP! Slots ™- Free Vegas Casino Slot Machine Games,343727,10,4,2.8,6.1,Casino,277118,21504,10762,6273,28067,0,FALSE
Draw a Stickman: EPIC 2,342940,10,3,0.7,1.7,Adventure,210677,36908,25365,16060,53928,0,FALSE
Ragnarok M: Eternal Love,340801,5,4,1.3,2.8,RolePlaying,259507,39684,15411,4777,21419,0,FALSE
Westland Survival - Be a survivor in the Wild West,340647,10,4,2,4.9,Adventure,240206,48397,20907,8870,22265,0,FALSE
Chess Live,340261,10,4,0.1,0.1,Strategy,220141,42941,24403,10283,42491,0,FALSE
Onmyoji Arena,338283,5,4,0.5,1.1,Strategy,231892,42256,19681,10169,34282,0,FALSE
Mike V: Skateboard Party,338202,10,4,0.1,0.2,Sports,244122,35967,19367,8170,30574,0,FALSE
Dubai Drift 2,337837,10,4,0.1,0.1,Racing,252463,22906,15694,7422,39350,0,FALSE
Fairway Solitaire Blast,337505,5,4,0,0,Card,270355,51158,10680,1976,3334,0,FALSE
Stick Cricket Premier League,335702,5,4,0.2,0.4,Sports,217218,48828,21665,9633,38355,0,FALSE
Mandala Coloring Pages,335602,50,4,0.6,1.2,Educational,227796,38019,21197,13605,34982,0,FALSE
Mahjong City Tours: Free Mahjong Classic Game,335347,5,4,2.6,5,Board,288443,26221,7586,3620,9475,0,FALSE
Cat Runner: Decorate Home,334232,100,4,5.4,10.8,RolePlaying,233444,25663,16683,13001,45439,0,FALSE
Moto Wheelie,334069,5,4,0.1,0.1,Racing,281200,18440,11203,5233,17991,0,FALSE
Tycoon Casino Free Slots: Vegas Slot Machine Games,333168,5,4,0.9,2,Casino,293637,16901,7210,3485,11931,0,FALSE
Narcos: Cartel Wars. Build an Empire with Strategy,333150,10,4,0.4,0.8,Strategy,260113,26447,13258,7791,25539,0,FALSE
Cookie Run: Kingdom - Kingdom Builder & Battle RPG,332270,5,4,8.8,28.9,RolePlaying,248965,33709,15915,6697,26981,0,FALSE
March of Empires: War of Lords,331561,10,3,0.3,0.6,Strategy,187712,43663,22820,13795,63568,0,FALSE
Chess Rush,331178,5,3,0.5,1,Strategy,190352,35496,22340,15112,67875,0,FALSE
Quizdom - Trivia more than logo quiz!,330992,10,4,0,0,Trivia,242869,28097,16707,7814,35503,0,FALSE
Mountain Climb 4x4 : Offroad Car Drive,330803,50,4,1702.5,1,Racing,221973,28431,18870,14015,47511,0,FALSE
War and Magic: Kingdom Reborn,330020,5,4,0.6,1.2,Strategy,204234,51551,18934,7902,47396,0,FALSE
Wolvesville - Werewolf Online,328319,10,4,1.7,3.3,RolePlaying,239892,45313,15416,5865,21830,0,FALSE
Ice Skating Ballerina - Dance Challenge Arena,327986,10,4,0.3,0.7,RolePlaying,217841,36644,22216,12391,38891,0,FALSE
Mobile Soccer League,327608,10,4,9750.2,1.3,Sports,210984,46272,24348,11236,34766,0,FALSE
Virtual Table Tennis 3D,327381,10,4,0,0.1,Sports,209651,37816,25667,8499,45745,0,FALSE
Transformers: RobotsInDisguise,326203,10,4,2283,0.4,Adventure,238366,24575,15568,9217,38476,0,FALSE
Crafting and Building,326177,10,4,11.7,27.8,Adventure,248268,27790,11796,6681,31639,0,FALSE
Supermarket Mania Journey,324991,10,4,0.7,1.6,Strategy,214459,52688,31882,10897,15062,0,FALSE
Hotel Hideaway: Virtual World,324192,5,4,2.2,4.9,RolePlaying,235330,29057,16734,9420,33648,0,FALSE
Conquian Zingplay: el mejor juego de cartas gratis,321884,1,4,1.8,4.5,Card,269993,31051,10360,2940,7539,0,FALSE
Ghost Town Adventures: Mystery Riddles Game,321154,10,4,0.1,0.2,Adventure,205269,43812,25070,13274,33726,0,FALSE
Найди слова,321011,10,4,0.1,0.3,Word,259952,33889,10369,4149,12649,0,FALSE
Guild of Heroes: Magic RPG | Wizard game,320930,5,4,0.7,1.3,RolePlaying,256626,25415,10304,6376,22207,0,FALSE
GWENT: The Witcher Card Game,320403,1,4,2.1,4.7,Card,253370,43423,9203,3437,10967,0,FALSE
Hello Neighbor,320317,10,4,1027.4,17.4,Adventure,208001,29851,19215,12693,50554,0,FALSE
War Heroes: Strategy Card Game for Free,319868,10,4,0.1,0.3,Strategy,233685,22290,15190,9040,39660,0,FALSE
TRANSFORMERS: Earth Wars,318917,10,4,0.4,0.8,Strategy,230933,39731,14966,7652,25632,0,FALSE
CarX Drift Racing 2,318474,10,4,4.5,9.5,Racing,247670,29860,12956,6483,21502,0,FALSE
Art of War 3: PvP RTS modern warfare strategy game,318209,10,4,1.1,2.4,Strategy,250224,25778,13297,6409,22498,0,FALSE
GSN Casino: Slots and Casino Games - Vegas Slots,318101,10,4,0.2,0.4,Casino,218298,35139,19922,11200,33540,0,FALSE
Piggy Boom-Be the island king,317393,10,4,0.1,0.2,Adventure,254347,21977,13156,5943,21967,0,FALSE
Era of Celestials,317023,10,4,0.1,0.2,RolePlaying,217629,30073,17135,10530,41653,0,FALSE
KENDALL & KYLIE,316902,5,4,0,0.1,Adventure,237051,31312,17425,8567,22544,0,FALSE
Slots Pharaoh's Way Casino Games & Slot Machine,316679,10,4,0.1,0.2,Casino,252941,33956,12697,4255,12827,0,FALSE
Pro des Mots,316607,10,4,0.7,1.6,Word,237255,54313,12947,3620,8468,0,FALSE
Shipwrecked:Castaway Island,316484,10,4,0,0,Adventure,261012,25341,11826,4778,13525,0,FALSE
Harry Potter: Wizards Unite,315349,10,3,0.2,0.5,Adventure,147620,48065,29967,21162,68532,0,FALSE
Zombie Squad,315332,10,4,0.1,0.1,Racing,220091,34171,21601,9439,30027,0,FALSE
Bingo Party - Free Classic Bingo Games Online,313765,5,4,0.7,1.3,Board,247479,34766,16068,5498,9951,0,FALSE
Decisions－Interactive Role Playing Love Story Game,313301,10,4,2.4,5.2,RolePlaying,204972,37865,25592,12761,32108,0,FALSE
Word search puzzles game,313263,10,4,1.4,3,Word,280133,16345,6318,2661,7803,0,FALSE
Lotsa Slots - Free Vegas Casino Slot Machines,313214,10,4,3.2,7.8,Casino,244252,38385,15608,4462,10504,0,FALSE
Badminton Legend,312534,10,4,0.2,0.6,Sports,247349,22693,14726,7338,20426,0,FALSE
Rento - Dice Board Game Online,312477,10,4,0.4,0.9,Board,181755,52704,24745,11079,42191,0,FALSE
Big Fish Casino - Play Slots and Casino Games,312113,10,4,0,0,Casino,238241,41399,13246,4698,14526,0,FALSE
Crazy for Speed 2,312017,10,4,0.7,1.5,Racing,243498,24007,14244,6807,23458,0,FALSE
Order & Chaos Duels,311834,1,4,0,0,Card,204963,59535,18594,7042,21697,0,FALSE
Evertale,311126,1,4,725.3,5.1,RolePlaying,222761,32884,15877,9298,30304,0.99,TRUE
Moto Racer 3D,310589,10,4,1358.2,2716.5,Racing,194685,34134,34664,14257,32847,0,FALSE
Masha and the Bear Child Games,310393,50,4,0.3,0.7,Adventure,216151,24597,17098,10149,42396,0,FALSE
Toy Truck Rally 3D,309939,50,4,0,0.1,Racing,229692,23871,20238,7614,28521,0,FALSE
Train Station 2: Railroad Tycoon & Train Simulator,308480,10,4,4.2,9.5,Strategy,213598,54991,19626,7023,13240,0,FALSE
Truck Driver Cargo,308362,50,3,12602.3,0.7,Racing,193275,23624,19047,12841,59571,0,FALSE
Demolition Derby 3,308175,10,4,4.3,8.9,Racing,250319,27125,11685,4164,14880,0,FALSE
Tiến lên Miền Nam - Tiến Lên - ZingPlay,306937,10,4,0.8,1.6,Casino,248156,14000,6875,3866,34038,0,FALSE
Club Vegas 2021: New Slots Games & Casino bonuses,306128,5,4,4.9,12.1,Casino,266535,19491,6879,2721,10498,0,FALSE
Spades Plus - Card Game,305751,10,4,0.4,0.9,Card,239774,24103,11159,6631,24083,0,FALSE
Defender II,305701,10,4,0,0,Strategy,197476,38262,22343,10982,36636,0,FALSE
Retro Bowl,305429,1,4,2.9,6,Sports,241707,50043,9331,1728,2617,0,FALSE
Garden of Words - Word game,304117,10,4,0.7,1.5,Word,177133,67223,25574,10696,23488,0,FALSE
Top Drives – Car Cards Racing,303913,10,4,1.6,3.3,Racing,231744,30895,11515,6286,23470,0,FALSE
Snakes & Ladders King,303060,50,3,0.1,0.3,Board,189271,25883,21636,13961,52307,0,FALSE
Mirrors of Albion,302458,10,4,0,0,Adventure,209809,34317,20129,11172,27028,0,FALSE
Nonstop Knight - Offline Idle RPG Clicker,302340,5,4,0.1,0.1,RolePlaying,214245,39705,19137,8414,20836,0,FALSE
Mini Football - Mobile Soccer,301571,10,4,5.3,11.1,Sports,197259,39792,18432,9051,37034,0,FALSE
리니지2 레볼루션,300651,5,3,0,0,RolePlaying,159232,45041,29484,12679,54213,0,FALSE
Ninja warrior: legend of adventure games,299697,10,4,5,10.2,Adventure,223886,21973,14655,8777,30403,0,FALSE
Baby Panda's Supermarket,299512,100,4,2.1,5.1,Educational,221507,19279,12167,10193,36364,0,FALSE
Stormfall: Rise of Balur,297722,10,4,0,0.1,Strategy,190869,41354,20387,9399,35710,0,FALSE
Racing Limits,297540,50,4,1.1,2.4,Racing,211343,28447,16325,9459,31964,0,FALSE
FINAL FANTASY Record Keeper,297438,1,4,0,0,RolePlaying,139743,90255,40327,10029,17082,0,FALSE
Beat Fire - EDM Music & Gun Sounds,296208,10,4,1.9,4.5,Music,223552,25631,15025,7961,24035,0,FALSE
Game of Dice,295628,5,4,0.2,0.3,Board,194900,45677,20155,8733,26161,0,FALSE
🚓🚦Car Driving School Simulator 🚕🚸,294097,10,4,0.9,1.9,Racing,204804,38467,16732,8251,25840,0,FALSE
Race the Traffic,293250,50,4,0.1,0.1,Racing,185690,27186,24754,13961,41656,0,FALSE
Word Crossy - A crossword game,293234,5,4,0,0,Word,174650,58124,28261,10792,21405,0,FALSE
Zombie Defense,293059,10,4,0.1,490.9,Strategy,203722,40179,20334,7460,21362,0,FALSE
Governor of Poker 2 - OFFLINE POKER GAME,290160,5,4,0.1,0.3,Card,181785,42321,20426,10233,35392,0,FALSE
Word Search Sea: Unscramble words,290063,10,4,1.3,2.7,Word,247415,22317,7612,3036,9680,0,FALSE
Think,289425,5,4,0.1,0.3,Trivia,165966,89531,24385,3626,5914,0,FALSE
Grepolis - Divine Strategy MMO,289334,5,4,0.1,0.2,Strategy,179988,58617,19476,8269,22981,0,FALSE
Soccer Kicks (Football),288957,10,4,0,0,Sports,175653,33972,27958,14074,37298,0,FALSE
