title,total_ratings,install_million,avg_rating,growth_30days,growth_60days,Category,5_star_rating,4_star_rating,3_star_rating,2_star_rating,1_star_rating,price,paid
Ludo All Star - Play Online Ludo Game & Board Game,138105,10,4,2.2,3.8,Board,102104,10047,6688,4638,14626,0,FALSE
Teka Teki Silang,136542,5,4,0,0,Word,82242,30159,18219,2815,3104,0,FALSE
Classic Solitaire,136367,1,4,0.1,0.3,Card,101950,25090,4293,1417,3614,0,FALSE
Meow Meow Star Acres,135433,1,4,0.1,0.2,Educational,103645,13910,7204,2797,7874,0,FALSE
TRIVIA STAR - Free Trivia Games Offline App,134845,5,4,9.2,22.3,Trivia,121513,7113,2095,1062,3059,0,FALSE
Four In A Line Free,134398,5,4,0,0,Board,82092,34320,10335,2776,4873,0,FALSE
Supermarket: Shopping Games for Kids,132854,10,4,1.5,3.4,Educational,95241,8553,5436,4416,19206,0,FALSE
Best Casino Free Slots: Casino Slot Machine Games,131646,1,4,0,0,Casino,85071,22022,10736,4148,9666,0,FALSE
Coloring Book - Color by Number & Paint by Number,131464,10,4,3.2,7,Board,103785,11277,5757,2467,8175,0,FALSE
My Singing Monsters: Dawn of Fire,130606,1,4,0.4,0.9,Music,102708,14153,5413,2297,6032,0,FALSE
Trivia Survival 100,130488,1,4,0,0,Trivia,91988,14909,7949,3029,12609,0,FALSE
Just Dance Now,130471,10,3,0.5,1,Music,78352,11517,8268,6388,25944,0,FALSE
Little Panda's Chinese Recipes,129911,50,4,2.5,5,Educational,98822,8155,5566,3684,13682,0,FALSE
Charades!,129132,10,4,0.1,0.2,Word,87481,19612,7874,3114,11048,0,FALSE
Little Panda Policeman,128528,50,4,3.4,7.5,Educational,92578,8404,6004,4602,16937,0,FALSE
Eredan Arena PVP,127654,1,4,0,0,Card,96817,11631,5555,3667,9982,0,FALSE
Escape Room: Mystery Word,127293,10,4,0,0,Word,88424,9776,7448,5279,16363,0,FALSE
Word Swipe,127030,10,4,0.3,0.8,Word,107638,9411,3632,1626,4720,0,FALSE
Descarte,126880,5,4,0.3,0.6,Card,83483,19818,9609,3609,10359,0,FALSE
Wordalot - Picture Crossword,126774,5,4,0,0.1,Word,91833,23213,6258,1839,3628,0,FALSE
Stars Slots - Casino Games,126322,1,4,2.6,5.6,Casino,103766,10635,5038,1742,5138,0,FALSE
Jackpot Magic Slots™: Social Casino & Slot Games,125918,5,4,0.1,0.2,Casino,88160,15582,6712,2896,12565,0,FALSE
Phase 10: World Tour,124281,1,4,4.3,9,Card,91703,12202,4426,3912,12034,0,FALSE
Zgadnij co to?,124219,1,4,0,0,Word,94486,19855,5828,1249,2799,0,FALSE
Piano Magic Tiles Hot song - Free Piano Game,123653,10,4,2.3,5.2,Music,94189,11112,6057,2869,9423,0,FALSE
Bingo Holiday: Free Bingo Games,123277,1,4,3.6,6.3,Casino,90489,20226,8054,1588,2918,0,FALSE
Piknik Słowo - Word Snack,123095,1,4,0.1,0.2,Word,97069,17257,5147,1266,2354,0,FALSE
Free Slots!,122801,5,4,0.8,1.9,Casino,110967,5426,2458,1019,2928,0,FALSE
Chess Online - Duel friends online!,122235,5,4,5.7,10.7,Board,82530,22097,8396,2557,6652,0,FALSE
Do Not Disturb! Get Prankster in a Hilarious Game,121977,10,4,1.9,4.1,Educational,82251,11555,11792,4308,12068,0,FALSE
Pokémon TCG Online,121295,5,4,0.9,1.9,Card,85332,14387,6518,3129,11927,0,FALSE
Word Life - Connect crosswords puzzle,121222,10,4,4.6,10.4,Word,74343,25022,11196,3811,6848,0,FALSE
Nope Quiz,120834,1,4,0,0,Trivia,85619,16288,6771,2856,9297,0,FALSE
Wordox – Free multiplayer word game,120533,1,4,0,0,Word,74096,21404,10592,4736,9702,0,FALSE
Cash Storm Casino - Free Vegas Jackpot Slots Games,117668,1,4,106.2,4.2,Casino,102696,5785,3091,1401,4692,0,FALSE
Free Slots Casino - Adventures,116891,1,4,0,0.1,Casino,103484,5940,2023,807,4634,0,FALSE
myVEGAS Blackjack 21 - Free Vegas Casino Card Game,116673,1,4,0.1,0.1,Casino,93674,13383,3198,1609,4807,0,FALSE
Slot Casino - Slot Machines,116322,10,4,0,0,Board,74028,16366,10328,4770,10827,0,FALSE
My Town: Play & Discover - City Builder Game,116243,10,4,2013.3,9.3,Educational,80372,8500,5402,4349,17617,0,FALSE
Belote Multiplayer,115102,1,4,1.3,3.1,Card,65184,33291,10404,1957,4263,0,FALSE
Genius Quiz - Smart Brain Trivia Game,115024,5,4,2391.1,0,Trivia,83883,12372,6365,2165,10237,0,FALSE
Helix Crush,114600,10,4,0.8,1.8,Music,78216,10083,6848,4863,14589,0,FALSE
Richman 4 fun,114009,1,3,0,0.1,Trivia,57009,13840,11204,5312,26642,0,FALSE
Who Becomes Rich,113934,5,3,185.9,0.3,Trivia,54008,28525,12990,7682,10725,0,FALSE
Piano Game Classic - Challenge Music Song,113827,10,4,6.8,15.9,Music,83507,11434,6161,2997,9725,0,FALSE
BlackJack 21 - Online Blackjack multiplayer casino,113566,5,4,0.2,0.3,Card,83970,12489,4286,2178,10641,0,FALSE
Cash Blitz Free Slots: Casino Slot Machine Games,112869,1,4,4.1,9.6,Casino,102054,5274,2202,730,2607,0,FALSE
Piano Solo - Magic Dream tiles game 4,112810,10,3,0.1,0.3,Music,59082,12398,9954,6855,24519,0,FALSE
Trick Me: Logical Brain Teasers Puzzle,111963,5,4,1.4,3,Trivia,76183,14445,9849,3788,7696,0,FALSE
Cytus II,111679,1,4,0.8,1.7,Music,88842,11945,4620,1947,4322,1.99,TRUE
Loco Parchís - Magic Ludo & Mega dice! USA Vip Bet,111670,1,4,0.1,0.3,Board,69697,14357,6508,3569,17536,0,FALSE
Carrom 3D,111627,10,3,0.2,0.5,Board,66986,11332,7797,4952,20558,0,FALSE
Bible Word Puzzle - Free Bible Word Games,111595,1,4,0.9,2.3,Word,88950,14856,4297,1385,2103,0,FALSE
lichess • Free Online Chess,111431,5,4,3,6.5,Board,88631,10037,3309,1639,7811,0,FALSE
Solitaire Showtime: Tri Peaks Solitaire Free & Fun,111394,1,4,5.7,121.1,Card,78190,20777,8995,1557,1874,0,FALSE
Scrabble� GO - New Word Game,110723,10,4,0.9,1.9,Word,64184,18332,9385,6688,12132,0,FALSE
TRIVIA 360: Single-player & Multiplayer quiz game,109743,5,4,0.5,1.2,Trivia,66254,28161,8615,2413,4297,0,FALSE
Word Nut: Word Puzzle Games & Crosswords,109530,5,4,1.9,4.1,Word,99987,4766,1469,953,2353,0,FALSE
Chess for Android,109162,10,4,0,0.1,Board,72559,13043,8357,3114,12088,0,FALSE
Pinturillo 2,108917,10,3,1.1,2.5,Word,50813,16480,11825,6166,23631,0,FALSE
Just Dance Controller,108187,10,3,0.5,1.2,Music,59335,11560,7264,4883,25143,0,FALSE
Batak HD - İnternetsiz Batak,107962,10,4,0.2,0.4,Card,67747,14080,8338,3145,14649,0,FALSE
Mega Hit Poker: Texas Holdem,107933,1,4,3.6,6.2,Card,78082,14437,5008,2001,8403,0,FALSE
Quiz Of Kings,107915,1,4,3,7.1,Trivia,84991,8110,4065,2072,8675,0,FALSE
sameQuizy,107674,1,4,0.2,0.4,Trivia,68905,19658,8051,3286,7771,0,FALSE
SLOTS - Black Diamond Casino,107509,1,4,0.1,0.2,Casino,79688,14753,3703,2096,7267,0,FALSE
VOEZ,107328,1,4,0.3,0.6,Music,68411,16535,8083,3916,10381,0,FALSE
Winning Slots casino games:free vegas slot machine,107253,5,4,0.3,0.7,Casino,83222,6679,4141,3006,10203,0,FALSE
"Live Quiz Games App, Trivia & Gaming App for Money",106920,10,3,0,0,Trivia,53824,8887,5436,3650,35121,0,FALSE
LG Smart Truco,106689,5,4,0.2,0.6,Card,68707,14719,7514,4051,11695,0,FALSE
Make-Up Me: Superstar,106074,10,4,0,0,Educational,75946,12756,7102,2217,8051,0,FALSE
Truth or Dare — Dirty Party Game for Adults 18+,104859,10,4,0.5,0.9,Board,63550,14139,8933,4526,13709,0,FALSE
Au Mobile VTC – Game nhảy Audition,104261,5,3,0.2,0.4,Music,43790,6890,6890,5510,41180,0,FALSE
Chess Royale: Play and Learn Free Online,104158,5,4,9.4,21.9,Board,64626,16981,7777,3110,11661,0,FALSE
Solitaire Cruise: Classic Tripeaks Cards Games,103958,5,4,10,27.8,Card,70597,18028,8210,1847,5273,0,FALSE
Gin Rummy Free,103945,1,4,0.1,0.3,Card,66476,25258,6709,1739,3759,0,FALSE
Multiplication Table Kids Math,103248,10,4,0,0,Educational,74312,10957,5883,2047,10048,0,FALSE
Loto Online,103101,5,4,0.6,1.3,Board,71430,6210,4930,3160,17370,0,FALSE
BanG Dream! Girls Band Party!,102536,1,4,1.9,4.7,Music,80964,9639,4027,2113,5791,0,FALSE
Vegas Downtown Slots™ - Slot Machines & Word Games,102352,1,4,0,0,Casino,76766,11076,5291,2353,6863,0,FALSE
Chess Online,102300,5,4,2.1,4.8,Board,69504,14461,6902,2820,8611,0,FALSE
MentalUP - Learning Games & Brain Games,102219,5,4,2.1,4.8,Educational,90114,4431,1625,852,5194,0,FALSE
"Math Exercises for the brain, Math Riddles, Puzzle",102168,5,4,2.7,5.9,Educational,77581,13635,4971,2006,3972,0,FALSE
UniPad,102133,5,4,0,0.1,Music,65640,10602,6764,3607,15518,0,FALSE
Solitaire - Make Free Money & Play the Card Game,101659,1,4,1.3,2.8,Card,67959,14879,8459,2829,7529,0,FALSE
Princess Salon: Frozen Party,101418,10,3,0.5,0.2,Educational,66006,7186,6156,4757,17311,0,FALSE
Solitaire: Super Challenges,100719,1,4,0,0.1,Card,69497,20485,5637,1307,3791,0,FALSE
Praia Bingo - Bingo Games + Slot + Casino,100639,5,4,1.5,3.1,Board,71102,9612,5095,2947,11880,0,FALSE
Dr. Chess,100315,1,4,0.2,0.2,Board,68732,12596,7028,2559,9397,0,FALSE
Bingo™,99465,5,4,0,0,Casino,71856,12049,6509,2619,6429,0,FALSE
Domino! The world's largest dominoes community,99283,5,4,0.2,0.4,Board,63654,17539,6861,3316,7910,0,FALSE
Slots on Tour Casino - Vegas Slot Machine Games HD,99082,500,4,0.1,0.2,Casino,78458,14511,3405,749,1957,0,FALSE
MEGA QUIZ GAMING 2021 - Guess the game Trivia,98012,1,3,0,0,Trivia,46788,24667,11345,4424,10785,0,FALSE
Snakes and Ladders,97958,10,4,16.5,30.6,Board,61897,10411,8335,4489,12824,0,FALSE
Lightning Link Casino: Best Vegas Casino Slots!,97488,5,4,3.1,5.5,Casino,64510,12362,5972,3254,11387,0,FALSE
Drum set,97355,10,4,0,0,Music,64307,12188,8931,3576,8351,0,FALSE
Solitaire Tripeaks: Farm Adventure,97299,1,4,1.4,3.1,Card,73069,13513,5613,1787,3315,0,FALSE
Cribbage Classic,97018,1,4,0.7,1.3,Card,68858,21134,3377,1368,2278,0,FALSE
Super Bingo HD: Bingo Games,96841,1,4,0,0.1,Board,69120,13560,6990,2520,4650,0,FALSE
Would You Rather? The Game,96670,5,3,1.3,2.1,Trivia,49679,10309,8727,4675,23277,0,FALSE
Piano Magic Tiles Pop Music 2,95540,10,4,1.5,3.6,Music,62900,9673,6076,4057,12831,0,FALSE
Onet 3D - Classic Link Puzzle,95383,10,4,6,17.2,Board,69374,14596,4246,1916,5248,0,FALSE
Spin Day - Win Real Money,94814,1,3,0.1,0.2,Casino,47906,8026,7360,4920,26599,0,FALSE
Guess The Movie ®,94777,1,3,0.1,0.3,Trivia,31828,18525,15729,9987,18705,0,FALSE
Old Vegas Slots – Classic Slots Casino Games,94628,1,4,0.2,0.3,Casino,78741,7178,3029,1389,4289,0,FALSE
Color by Number: Free Coloring Games - Paint Book,94264,10,4,1.3,3.1,Board,65804,8875,5468,3396,10718,0,FALSE
Little Panda’s Summer: Ice Cream Bars,94157,10,4,1.9,4.5,Educational,72545,5575,3879,2822,9334,0,FALSE
Tien Len - Southern Poker,94069,10,4,0.1,0.3,Card,67229,9785,8896,2076,6080,0,FALSE
Okey Extra,93977,1,4,0.4,0.8,Board,82738,2739,1215,707,6575,0,FALSE
Royal Casino,92912,5,4,2.1,5.4,Casino,67690,7454,4956,2668,10142,0,FALSE
Ludo Neo-Classic : King of the Dice Game,92835,10,4,0.4,0.6,Board,61320,9118,5819,3789,12787,0,FALSE
Domino Qiu Qiu Online:Domino 99（QQ）,92620,1,4,1.3,3.6,Board,73551,5890,4236,1963,6977,0,FALSE
Dr. Gomoku,92362,5,3,0.1,0.1,Board,52380,14466,8352,3196,13966,0,FALSE
Little Panda: Princess Makeup,91946,10,4,5.6,12.3,Educational,65777,6298,4430,3427,12011,0,FALSE
Mind Games (Challenging brain games),91738,10,4,293.1,0.2,Board,57069,12037,6182,2937,13510,0,FALSE
Otogi: Spirit Agents,91698,1,4,0,0.1,Card,59670,16308,6950,2426,6341,0,FALSE
Reaction training,91542,1,4,5.9,15.1,Educational,77154,9565,1942,759,2120,0,FALSE
Make-Up Me,90720,10,3,0.1,0.1,Educational,55578,8660,7441,4235,14803,0,FALSE
Happy Scratch,90695,1,4,0.3,0.8,Card,75861,4012,2827,1602,6391,0,FALSE
Epic Cards Battle(TCG),90585,1,4,74.3,148.5,Card,56281,19515,8904,2133,3749,0,FALSE
OMG! Fortune Slots - Grand Casino Games,90370,1,4,0,0,Casino,68116,10388,5149,1826,4889,0,FALSE
Bini Super ABC! Preschool Learning Games for Kids!,90184,10,4,2.5,6,Educational,68668,9896,4022,2070,5525,0,FALSE
Blackjack 21,90110,1,4,0,0,Casino,65034,10141,3586,2191,9155,0,FALSE
Bingo Blaze - Free Bingo Games,89886,1,4,0.7,1.4,Casino,72362,9441,4365,1308,2407,0,FALSE
LEGO® DUPLO® Town,89570,10,3,0,0,Educational,55869,7412,5656,4419,16211,0,FALSE
Ultimate Jewel,89195,1,4,0.1,0.2,Board,67405,14192,3528,1379,2688,0,FALSE
Age of Ishtaria - A.Battle RPG,88866,1,4,0,0,Card,49649,16835,7470,3670,11240,0,FALSE
My Town : Fashion Show,88278,10,4,2.7,6,Educational,62679,6818,4119,3682,10977,0,FALSE
Fun Big 2,87528,1,4,0,0,Casino,73570,6359,3015,1128,3454,0,FALSE
Piano - Play & Learn Music,87197,10,3,2,3.6,Music,54591,6688,5454,4070,16392,0,FALSE
Lotto Scratch – Las Vegas,87102,1,4,0.2,0.5,Casino,72719,6222,2636,1238,4284,0,FALSE
Piano Fire - EDM Music & New Rhythm,87091,10,4,19.7,62.5,Music,71476,5527,3071,1731,5282,0,FALSE
Piano Master 2,86693,10,4,0,0,Music,56117,12116,6432,3226,8800,0,FALSE
Slots: Free Slot Machines,86366,1,4,0.3,0.9,Casino,66745,8015,4197,2003,5403,0,FALSE
Little Panda's Farm Story,85437,10,4,2.5,5.1,Educational,66723,5406,3610,2174,7521,0,FALSE
Jackpot Crush ,85258,1,4,4.2,9.7,Casino,68846,9410,2950,960,3090,0,FALSE
High 5 Casino: The Home of Fun & Free Vegas Slots,84646,1,4,0.2,0.5,Casino,60073,8840,4614,2856,8260,0,FALSE
Little Panda: Princess Dress Up,83994,10,4,1.7,3.5,Educational,58641,5858,4008,3538,11946,0,FALSE
Piano Games Mini: Music Instrument & Rhythm,83342,10,4,0.8,1.8,Music,61458,6680,4012,2459,8731,0,FALSE
Slots! CashHit Slot Machines & Casino Games Party,83313,1,4,0.1,0.3,Casino,64498,9941,3313,1247,4311,0,FALSE
LIT killah: The Game,82629,1,4,2,4.5,Music,66304,6988,2885,1537,4912,0,FALSE
OKEY,82144,1,4,2.3,5.1,Board,64478,7127,3558,1670,5308,0,FALSE
"Сказки и развивающие игры для детей, малышей",81628,1,4,0.5,1.1,Educational,71135,6195,1678,759,1858,0,FALSE
Baby Panda's Carnival - Christmas Amusement Park,81135,10,4,1.6,3.9,Educational,60102,5200,3703,2615,9512,0,FALSE
Backgammon Offline,80887,1,4,1,2,Board,48946,11333,7651,2607,10348,0,FALSE
My Town : Beauty contest - Dress Up Game for Girls,79583,10,4,3.1,7.1,Educational,57296,5472,4000,3121,9691,0,FALSE
Monster Trucks Game for Kids 2,79263,50,3,2.3,5.2,Educational,50961,6250,4670,3720,13660,0,FALSE
Urban City Stories,76981,10,3,5.4,11.9,Educational,43442,7060,5325,5046,16106,0,FALSE
Jungle Animal Hair Salon - Styling Game for Kids,76498,10,3,0.4,0.9,Educational,47396,6488,5338,4288,12986,0,FALSE
"Stupid test: moron test, idiotest. IQ bored games",76445,1,4,0.5,1.1,Trivia,47739,8784,4895,2592,12433,0,FALSE
Trivia Crack Adventure,75729,5,4,9.1,25.6,Trivia,49778,13930,5241,2208,4569,0,FALSE
Trivia Crack (No Ads),75712,500,4,0.7,1.4,Trivia,56454,12628,3284,1088,2256,1.99,TRUE
Tailor Kids,75435,10,4,0.1,0.2,Educational,53508,7325,6366,2088,6146,0,FALSE
Snow Cone Maker - Frozen Foods,75270,10,4,0.1,0.2,Educational,54579,6354,4815,1908,7612,0,FALSE
Guess Their Answer,75135,5,4,41.3,235.8,Trivia,45559,12199,6161,3189,8025,0,FALSE
Baby Phone for Kids - Learning Numbers and Animals,75082,10,4,0.1,672.7,Educational,52362,5787,4729,2823,9379,0,FALSE
Memory Games: Brain Training,73407,5,4,0.3,0.7,Educational,43304,15335,6560,2492,5713,0,FALSE
My Town : Best Friends' House games for kids,72164,10,4,8.9,23.3,Educational,51654,5773,3346,2593,8796,0,FALSE
New QuizDuel!,72097,1,3,28062.9,9.8,Trivia,28045,12708,3730,3681,23930,0,FALSE
Rock vs Guitar Legends 2017 HD,71117,5,3,1446.7,0.1,Music,37347,8774,10183,3008,11802,0,FALSE
Moonzy. Kids Mini-Games,70614,10,4,0.3,0.6,Educational,54274,4189,2324,1685,8139,0,FALSE
Little Panda's Candy Shop,69285,10,4,0.6,1.4,Educational,52476,4439,2919,1999,7449,0,FALSE
Beat Bop: Pop Star Clicker,69242,100,4,0.1,0.1,Music,51096,9117,5438,1059,2529,0,FALSE
Don't Forget the Lyrics,68321,5,4,0.7,1.5,Music,39709,11266,6684,3560,7100,0,FALSE
Kids Animals Jigsaw Puzzle,68066,10,4,0.5,1,Educational,50643,6903,3048,1653,5817,0,FALSE
Kids Educational Game 5,67910,10,4,2.1,4.6,Educational,47218,6153,3614,2559,8364,0,FALSE
Quiz World: Play and Win Everyday!,67251,1,4,78.6,157.2,Trivia,52444,3270,2133,1286,8115,0,FALSE
Picture Quiz: Logos,66599,10,4,0.1,0.1,Trivia,44206,15727,4436,799,1428,0,FALSE
Baby Panda's Town: Life,66241,10,4,6.9,14.7,Educational,49236,4324,2860,2245,7574,0,FALSE
Baby care,66160,10,3,3.2,7,Educational,40798,5423,4460,3437,12039,0,FALSE
Bini Drawing for Kids! Learning Games for Toddlers,66057,10,4,1.7,3.9,Educational,44993,5999,3661,2477,8925,0,FALSE
Beat Roller - Music Ball Race,65897,10,4,0.7,426,Music,39278,12259,3699,2329,8329,0,FALSE
I Know the Cartoon,65681,5,4,0,0,Trivia,41290,8609,5553,1967,8260,0,FALSE
Girls Hair Salon - Hairstyle makeover kids games,65669,5,3,0.3,0.5,Educational,36321,7560,5642,3775,12368,0,FALSE
Quiz - Offline Games,65504,5,4,3.4,7.4,Trivia,42321,11158,5329,1793,4901,0,FALSE
Atriviate (Online Trivia),64624,5,3,0,0.1,Trivia,24061,16120,9210,4560,10670,0,FALSE
Marshmello Music Dance,64028,10,4,3,6,Music,52167,3567,2048,1418,4826,0,FALSE
Princess Coloring Book Glitter & Girls Dress Up,63887,50,3,4.5,10,Educational,39665,5486,4964,4235,9534,0,FALSE
Bubbu School - My Cute Pets | Animal School Game,63873,10,4,12.5,33,Educational,47377,4920,3008,1871,6694,0,FALSE
Math Games,62792,10,4,0.5,1.1,Educational,42609,5574,3539,2213,8854,0,FALSE
"Logo Test: World Brands Quiz, Guess Trivia Game",62720,1,4,8.6,22.9,Trivia,45054,8178,4563,1465,3458,0,FALSE
Trip to the zoo for kids,62564,5,4,0,0,Educational,50512,5116,2678,989,3267,0,FALSE
Ice Queen's Beauty SPA Salon,62194,5,4,87.5,174.9,Educational,40029,6518,5668,2779,7198,0,FALSE
"Gartic.io - Draw, Guess, WIN",62009,5,3,1.7,4,Trivia,32499,9654,6416,3396,10041,0,FALSE
Cinderella - Story Games and Puzzles,61993,1,4,0.3,0.5,Educational,43164,5426,3367,2118,7915,0,FALSE
Truth or Dare,61000,1,4,1,2.5,Trivia,44911,7894,2864,1337,3992,0,FALSE
Drum kit (Drums) free,60920,10,4,0.1,0.2,Music,38319,6683,5388,2430,8098,0,FALSE
Princess Coloring Game,60889,10,4,14.5,29.6,Educational,41190,5048,3972,3003,7674,0,FALSE
Baby Pandas Summer: Café,60654,10,4,2.7,5.8,Educational,44911,4360,2741,1797,6843,0,FALSE
BFF Friendship Test,60074,10,4,0.8,1.9,Trivia,39186,7122,4624,2447,6692,0,FALSE
Sweet Baby Girl Cleanup 5 - Messy House Makeover,59598,10,4,3.7,8.3,Educational,41141,4207,3237,2298,8713,0,FALSE
Eu Sei a Música,57663,1,4,0,0.1,Trivia,35727,8353,4790,2305,6486,0,FALSE
My Town : Grandparents Play home Fun Life Game,57537,10,4,6.9,16.6,Educational,42166,4103,2752,2096,6418,0,FALSE
Se como Jose,57326,1,4,0.5,1.2,Trivia,43019,4258,2199,1249,6598,0,FALSE
Tebak Lagu Indonesia,56963,1,4,0,0,Music,31363,9224,9663,2443,4268,0,FALSE
Baby Panda’s Color Mixing Studio,56865,10,4,0.8,1.8,Educational,39917,3888,2721,2223,8115,0,FALSE
"Colors for Kids, Toddlers, Babies - Learning Game",56525,10,4,2.8,6.5,Educational,35477,5997,4790,2963,7295,0,FALSE
My Baby Panda Chef,56416,10,4,2428.7,2.5,Educational,42626,2823,2464,1895,6605,0,FALSE
Halloween Makeup Me,56154,5,4,0.1,0.1,Educational,37592,6117,3688,1999,6756,0,FALSE
Lost in Harmony,56107,1,4,0.1,0.3,Music,45083,5276,2158,1109,2478,0,FALSE
Real Piano Teacher 2,55578,1,4,0.8,1.9,Music,37028,7639,4729,1929,4249,0,FALSE
TopQuiz -Play Quiz & Lottery | Win Money via Paytm,55313,1,3,0.2,0.5,Trivia,24360,4660,2947,2499,20844,0,FALSE
Central Hospital Stories,55114,10,3,4.4,8.9,Educational,31358,4705,3647,3331,12070,0,FALSE
Beat Racer,55015,1,4,0.2,0.5,Music,35154,7096,4617,1909,6237,0,FALSE
My Little Princess Castle - Playhouse & Girls Game,55006,10,4,3.3,7.3,Educational,39870,4473,2558,1745,6357,0,FALSE
Airport Professions: Fascinating games,54400,10,4,0.6,1.3,Educational,41341,2813,1785,1666,6793,0,FALSE
Masha and the Bear: Good Night!,54217,10,4,1.7,3.7,Educational,37964,3338,2381,2281,8250,0,FALSE
Little Panda’s Space Kitchen - Kids Cooking,54205,10,4,3.3,7.5,Educational,39390,3463,2695,2136,6518,0,FALSE
AyoDance Mobile,54079,1,3,0.3,0.9,Music,29528,3838,4178,2848,13684,0,FALSE
Beat Jumper: EDM up!,53791,10,4,1.8,4.3,Music,37386,5789,3922,1837,4855,0,FALSE
Funny Food! Educational games for kids 3 years old,53535,10,4,3.1,7.3,Educational,35719,5842,3432,1934,6606,0,FALSE
Popscene (Music Industry Sim),53142,1,3,0.5,1.1,Music,27811,6397,5002,3188,10741,0,FALSE
Baby Panda's Town: My Dream,53039,10,4,3.7,8.3,Educational,40078,3342,2155,1616,5846,0,FALSE
Rock Hero 2,52940,5,3,0.2,0.6,Music,31781,6806,3787,2298,8265,0,FALSE
Flags and Capitals of the World Quiz,51951,1,4,3914.8,0.6,Trivia,35876,6791,3549,1463,4270,0,FALSE
My Town : Bakery - Cooking & Baking Game for Kids,51944,10,4,5.9,13.6,Educational,38541,3722,2145,1985,5548,0,FALSE
Sweet Baby Girl Summer Fun 2 - Sunny Makeover Game,51903,10,4,3,6.1,Educational,35441,3967,2828,2348,7316,0,FALSE
My Town: After School Neighborhood Street,51861,10,4,5.3,12.1,Educational,37558,4077,2298,1988,5936,0,FALSE
Animals Farm For Kids,51687,5,4,0.1,0.2,Educational,41659,5118,1929,609,2369,0,FALSE
My Baby Unicorn - Virtual Pony Pet Care & Dress Up,51547,10,4,2.8,6.4,Educational,35544,3608,3103,2012,7277,0,FALSE
"Fairy Tales ~ Children’s Books, Stories and Games",51002,1,4,1,1.7,Educational,38219,6460,2431,982,2907,0,FALSE
Vacation Hotel Stories,50931,10,3,2.9,6.1,Educational,30222,4867,4037,3098,8705,0,FALSE
PianoTiles 3,50867,5,3,3.1,6.9,Music,28083,5616,3754,2763,10648,0,FALSE
Kpopsies - Hatch Your Unicorn Idol,49811,10,4,8.9,21,Educational,35964,3842,2150,1751,6101,0,FALSE
Cars Logo Quiz HD,49748,5,4,0.1,0.2,Trivia,31389,6665,4407,2148,5136,0,FALSE
Flags of All Countries of the World: Guess-Quiz,48813,5,4,1.1,2.3,Trivia,32011,7057,3881,2000,3862,0,FALSE
SuperStar YG,48198,500,4,3.9,10.7,Music,37036,5112,2158,1334,2556,0,FALSE
Opsu!(Beatmap player for Android),48107,1,3,2.8,6.2,Music,22453,6626,5140,2852,11033,0,FALSE
Dynamix,47959,1,4,0.4,718.2,Music,32842,6648,3169,1469,3829,0,FALSE
Beat Blade: Dash Dance,46210,10,4,0.1,0.2,Music,30610,6215,3317,1743,4323,0,FALSE
Alphabet Game,46162,5,4,1,1.8,Trivia,28793,7910,3795,1568,4094,0,FALSE
Color Hop 3D - Music Game,45842,10,4,4.6,11.5,Music,30296,3539,2428,2101,7475,0,FALSE
Vrai ou Faux ? Le grand Quiz,45788,1,4,0,0,Trivia,24332,13290,4866,939,2358,0,FALSE
Hardest Girl to Get - Kode Keras Cowok dari Cewek,45359,1,4,0.4,0.8,Trivia,30760,4580,3296,1991,4730,0,FALSE
Au 2 - Chuẩn Audition Mobile,45178,1,4,1.2,5.4,Music,34403,2928,1619,1109,5117,0,FALSE
Cuanto Sabes de la Biblia,45126,500,4,954.5,4.2,Trivia,38933,3912,1284,378,617,0,FALSE
Slam,45047,1,4,0.2,0.4,Trivia,28329,8653,3367,1209,3487,0,FALSE
Mini Piano,45003,5,3,0,0,Music,22326,4329,4399,2799,11148,0,FALSE
Quiz Planet,44566,1,3,1.4,3.2,Trivia,24007,8544,4678,1903,5431,0,FALSE
YASUHATI / With your voice!,43497,5,4,0.2,0.4,Music,29234,4587,3328,1549,4797,0,FALSE
"Geography Quiz - flags, maps & coats of arms",43149,1,4,0.8,1.9,Trivia,27059,7925,3273,1626,3263,0,FALSE
Beat Shooter,43124,5,4,1.2,3.2,Music,32760,3038,1928,1089,4307,0,FALSE
Anime Tiles: Piano Music,42881,1,3,4.3,4.7,Music,23820,6247,3976,2538,6297,0,FALSE
Happy Piano - Touch Music,42763,1,4,0.1,0.1,Music,31694,3989,2779,1109,3189,0,FALSE
AppTrailers,42517,1,4,0,0,Trivia,24332,8047,3069,1099,5968,0,FALSE
Crazy Quiz,41756,500,4,0,0,Trivia,26434,10274,3777,419,849,0,FALSE
Project: Muse,41521,1,4,1.7,3,Music,26336,6930,3484,1871,2897,0,FALSE
Mozkovna,41520,1,4,0,0,Trivia,28452,8981,2107,669,1308,0,FALSE
Quem quer ser rico?,40744,1,4,0.1,0.1,Trivia,28555,5809,2539,1169,2669,0,FALSE
Beat Shooter - Gunshots Rhythm Game,40370,10,4,21.2,56.5,Music,31297,3395,1483,1036,3157,0,FALSE
Carry1st Trivia: Play. Learn. Earn.,40228,1,4,0,0,Trivia,31598,3138,1614,767,3109,0,FALSE
Pink Piano,40192,10,4,1.5,3.6,Music,27089,2471,2044,1677,6908,0,FALSE
World Map Quiz,38376,1,4,1.7,3.3,Trivia,29341,5231,1617,559,1627,0,FALSE
